         16127163 function calls (14951606 primitive calls) in 151.286 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/function.py:818(AppliedUndef)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/geometry/line.py:1872(LinearEntity2D)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/special/mathieu_functions.py:86(mathieuc)
       10    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/domains/mpelements.py:23(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/utils/_sympy/functions.py:290(IsNonOverlappingAndDenseIndicator)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/agca/modules.py:1335(QuotientModule)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/domains/compositedomain.py:9(CompositeDomain)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/math2.py:53(_mathfun_n)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/ntheory/residue_ntheory.py:1064(mobius)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/polyoptions.py:708(Symbols)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/_print_helpers.py:8(Printable)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/special/beta_functions.py:173(betainc)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/utils/_sympy/functions.py:263(Pow)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/cuda/__init__.py:1257(__init__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/special/zeta_functions.py:707(stieltjes)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/utils/_sympy/functions.py:275(TrueDiv)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/source.py:369(ODictGetItemSource)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/orderings.py:63(ProductOrder)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/matrices/calculus.py:5(MatrixCalculusMethods)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/geometry/line.py:1987(Line2D)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/logic/boolalg.py:1465(Exclusive)
        4    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/numbers.py:3147(__neg__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/lists.py:564(NamedTupleVariable)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/special/mathieu_functions.py:148(mathieusprime)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/special/mathieu_functions.py:210(mathieucprime)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/ctx_manager.py:461(StreamContextVariable)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/simplify/cse_main.py:218(FuncArgTracker)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/matrices/expressions/diagonal.py:157(DiagMatrix)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/lists.py:180(RangeVariable)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/__init__.py:23(_running_with_deploy)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/plotting/plot_implicit.py:49(ImplicitSeries)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/polyoptions.py:255(Expand)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/convert_frame.py:93(__init__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/integrals/transforms.py:1428(HankelTypeTransform)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/_infra.py:189(ThreadFlowLocation)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/facts.py:257(Prover)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/geometry/line.py:1109(Line)
        1    0.000    0.000    0.000    0.000 /home/amax/xyc/MATr/offpymarl/src/envs/lb-foraging-1.1.1/lbforaging/foraging/environment.py:28(Player)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/tensor.py:958(FakeItemVariable)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/logic/boolalg.py:1115(Nor)
        5    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_ops.py:676(__init__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/pycode.py:87(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/simplify/cse_main.py:345(Unevaluated)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/functions.py:251(UserMethodVariable)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/utils/_device.py:58(DeviceContext)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/polyoptions.py:524(Gaussian)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/exporter.py:1148(Exporter)
        4    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/functions/bessel.py:385(c_memo)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/simplify/hyperexpand.py:674(Formula)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/ntheory/factor_.py:2264(primenu)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/guards.py:955(CheckFunctionManager)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/special/spherical_harmonics.py:267(Znm)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/concrete/expr_with_limits.py:538(AddWithLimits)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/multipledispatch/dispatcher.py:366(MethodDispatcher)
        8    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/cuda/__init__.py:225(is_initialized)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/polyoptions.py:381(Composite)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/numpy.py:33(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/fx/registration.py:19(ONNXFunction)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/ntheory/factor_.py:2308(primeomega)
        3    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/typing.py:1272(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/assumptions.py:464(StdFactKB)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/source.py:127(GlobalWeakRefSource)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/torch.py:631(TorchVariable)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/exporter.py:562(ProtobufONNXProgramSerializer)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/numpy.py:448(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/series/formal.py:1549(FormalPowerSeriesProduct)
        3    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/facts.py:290(split_alpha_beta)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/special/polynomials.py:687(chebyshevt_root)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/logic/boolalg.py:1086(Nand)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/plotting/plot.py:571(Line2DBaseSeries)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3508(_std_dispatcher)
        3    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/orderings.py:156(__init__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/special/bessel.py:742(hankel1)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/types.py:26(GuardFail)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/_infra.py:207(Graph)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/integrals/transforms.py:1137(SineCosineTypeTransform)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/domains/mpelements.py:28(ComplexElement)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/printer.py:352(_PrintFunction)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/assumptions/assume.py:174(PredicateMeta)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/functions.py:637(TritonKernelVariable)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/eval_frame.py:875(FlattenInputOutputSignature)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/gym/wrappers/order_enforcing.py:4(OrderEnforcing)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/ntheory/ecm.py:16(Point)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/matrices/expressions/determinant.py:65(Permanent)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/special/polynomials.py:728(chebyshevu_root)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/logic/boolalg.py:1149(Xnor)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/source.py:113(GlobalSource)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/onnxruntime.py:489(OrtExecutionInfoForAllGraphModules)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/integrals/laplace.py:1042(LaplaceTransform)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/function.py:938(WildFunction)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/solvers/ode/single.py:443(FirstExact)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/ctx_mp_python.py:607(default)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/utils.py:430(ExactWeakKeyDictionary)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/solvers/ode/single.py:1203(Separable)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/special/zeta_functions.py:24(lerchphi)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_numpy/_ndarray.py:47(Flags)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/utils.py:2023(_Anchors)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/solvers/ode/single.py:294(SinglePatternODESolver)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/numpy.py:473(JaxPrinter)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/facts.py:301(rules_alpha)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/source.py:353(TypeSource)
