         16127163 function calls (14951606 primitive calls) in 151.286 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/setuptools/extern/__init__.py:57(find_spec)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/domains/pythonrationalfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/polyconfig.py:52(configure)
        4    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:430(__enter__)
      106    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/dataclasses.py:602(<genexpr>)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/symbolic_opset9.py:1794(_adaptive_pool)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/symbolic_convert.py:152(SpeculationLog)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/functions/bessel.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/ctx_mp_python.py:47(__new__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_external_properties.py:25(ExternalProperties)
        5    0.000    0.000    0.000    0.000 {function Random.seed at 0x7face0cd3be0}
       26    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/pretty/pretty_symbology.py:119(<lambda>)
       25    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/pretty/pretty_symbology.py:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/elementary/miscellaneous.py:379(MinMaxBase)
       33    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/base.py:377(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/compatibility.py:229(IPolys)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/device_interface.py:34(DeviceInterface)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/h5py/_hl/compat.py:11(filename_encode)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/assumptions/ask_generated.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/logging/__init__.py:643(usesTime)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_external_property_file_references.py:15(ExternalPropertyFileReferences)
    58/20    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/nn/modules/module.py:2333(named_modules)
      180    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/textwrap.py:482(predicate)
        3    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/symbolic_opset9.py:4978(_one_hidden_rnn)
       63    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/enum.py:12(_is_descriptor)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/symbolic_opset10.py:444(_interpolate)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/domains/gaussiandomains.py:21(__new__)
       26    0.000    0.000    0.000    0.000 {built-in method torch._has_compatible_shallow_copy_type}
      124    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/numbers.py:2289(__hash__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/_infra.py:231(__post_init__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/elementary/trigonometric.py:2007(InverseTrigonometricFunction)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/geometry/entity.py:67(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/geometry/line.py:47(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/external/importtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/logic/inference.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_ops.py:101(inner)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/_beartype.py:39(RuntimeTypeCheckState)
      144    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/sre_parse.py:82(groups)
        3    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/symbolic_opset9.py:832(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/series/order.py:11(Order)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/solvers/recurr.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/posixpath.py:140(basename)
       32    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/decorators.py:198(__init__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/symbolic_opset18.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/cuda/__init__.py:761(get_arch_list)
        3    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/symbolic_opset10.py:398(_avg_pool)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/matrices/linalg.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_vendor/packaging/version.py:503(_cmpkey)
      208    0.000    0.000    0.000    0.000 {method 'has_names' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/unittest/mock.py:1700(patch)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/symbolic_opset9.py:3552(_unsupported_dropout)
       16    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/typing.py:722(__init__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/matrices/lll.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/device_interface.py:113(CudaInterface)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/_infra.py:13(Level)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/domains/pythonintegerring.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/gym/utils/seeding.py:49(create_seed)
        8    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_numpy/random.py:42(deco_stream)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/core/_dtype.py:34(__str__)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/symbolic_convert.py:459(decorator)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/functions/zeta.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/multipledispatch/conflict.py:34(super_signature)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/integrals/transforms.py:821(InverseMellinTransform)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/utilities/memoization.py:12(decorator)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/simplify/sqrtdenest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/solvers/polysys.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/sre_parse.py:268(getuntil)
      236    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/rootoftools.py:165(ComplexRootOf)
        2    0.000    0.000    0.000    0.000 /home/amax/xyc/MATr/offpymarl/src/envs/__init__.py:142(get_state_size)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/optim/optimizer.py:411(_patch_step_function)
       22    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/sre_compile.py:516(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/output_graph.py:150(GraphCompileReason)
       15    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_logging/_internal.py:479(configure_artifact_log)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_thread_flow_location.py:19(ThreadFlowLocation)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/special/bessel.py:835(assume_integer_order)
      102    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/h5py/_hl/base.py:336(__init__)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/basic.py:2007(_exec_constructor_postprocessors)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/coreerrors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/ctx_fp.py:12(FPContext)
        7    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/basic.py:189(__hash__)
       20    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/pkg_resources/extern/__init__.py:57(find_spec)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_library}
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/optim/optimizer.py:597(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/typing.py:462(Final)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/pretty/pretty.py:30(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/integrals/laplace.py:1598(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/base.py:12(MutableLocalSource)
      208    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_numpy/_unary_ufuncs_impl.py:1(<module>)
       33    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/inspect.py:2173(RewriteSymbolics)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/optim/optimizer.py:590(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/ctypes/__init__.py:384(__getattr__)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/copy.py:201(_deepcopy_list)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/matrices/domainscalar.py:1(<module>)
       43    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/ctx_mp_python.py:979(_wrap_libmp_function)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/allowed_functions.py:160(AllowedObjects)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_exporter_states.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/core/numeric.py:274(full)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/matrices/eigen.py:1(<module>)
      124    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/functions/functions.py:85(defun)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/numbers.py:3619(NaN)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/code_context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/utilities/misc.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/logging/__init__.py:438(format)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/identification.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/pycode.py:77(AbstractPythonCodePrinter)
       45    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/tokenize.py:321(read_or_stop)
      139    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/ring_series.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/utilities/misc.py:305(func_name)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/simplify/epathtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/pretty/pretty_symbology.py:133(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/tableform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/numbers.py:3878(Exp1)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/pretty/pretty_symbology.py:58(pretty_try_use_unicode)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/kind.py:190(KindDispatcher)
       14    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/context.py:34(Diagnostic)
        4    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/fractions.py:38(Fraction)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/source.py:175(TensorProperty)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/domains/ring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/fx/experimental/symbolic_shapes.py:635(DimDynamic)
       25    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/polyoptions.py:62(__init__)
       33    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/variables/base.py:357(__init__)
        5    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/integrals/transforms.py:242(make_wrapper)
       22    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/unittest/mock.py:1331(__call__)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/numbers.py:1588(__new__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/tensor/index_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_reporting_descriptor.py:17(ReportingDescriptor)
      208    0.000    0.000    0.000    0.000 {method 'storage_offset' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/nn/modules/activation.py:96(__init__)
       12    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/enum.py:569(_check_for_existing_members)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.000    0.000 /home/amax/xyc/MATr/offpymarl/src/envs/__init__.py:27(__init__)
        2    0.000    0.000    0.000    0.000 /home/amax/xyc/MATr/offpymarl/src/envs/__init__.py:163(get_total_actions)
        1    0.000    0.000    0.000    0.000 /home/amax/xyc/MATr/offpymarl/src/envs/lb-foraging-1.1.1/lbforaging/foraging/environment.py:20(CellEntity)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/operations.py:556(AssocOpDispatcher)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/tensor/array/arrayop.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/posixpath.py:377(abspath)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/libmp/libintmath.py:89(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/ctx_iv.py:153(__new__)
        2    0.000    0.000    0.000    0.000 /home/amax/xyc/MATr/offpymarl/src/utils/timehelper.py:17(time_left)
       29    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/rational.py:7(create_reduced)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/elementary/trigonometric.py:2546(atan)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_version_control_details.py:15(VersionControlDetails)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/typing.py:1171(__repr__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_inductor/config.py:545(cuda)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/onnx_proto_utils.py:1(<module>)
       97    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/typing.py:380(__repr__)
        8    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/_collections_abc.py:828(__contains__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/combinatorial/numbers.py:195(fibonacci)
        6    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/numbers.py:3874(__hash__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/utilities/timeutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/functions/special/error_functions.py:2333(fresnels)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/gym/wrappers/order_enforcing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/printing/pycode.py:665(MpmathPrinter)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_artifact.py:17(Artifact)
       11    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/nn/init.py:68(calculate_gain)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/utils.py:1700(TensorStaticReason)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/ctx_mp_python.py:585(__init__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/__init__.py:1925(__getattr__)
       46    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/core/numerictypes.py:283(issubclass_)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/functions/hypergeometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/evalf.py:1389(_create_evalf_table)
       33    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/inspect.py:2064(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/_dynamo/device_interface.py:21(__new__)
        4    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/core/_methods.py:55(_any)
       40    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/libmp/libmpf.py:208(_normalize1)
       31    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/typing.py:1217(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/matrices/matrices.py:585(MatrixDeprecated)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/polys/domains/compositedomain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/matrices/calculus.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_region.py:16(Region)
        4    0.000    0.000    0.000    0.000 /home/amax/xyc/MATr/offpymarl/src/components/offline_buffer.py:111(<dictcomp>)
       35    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/logging/__init__.py:219(_acquireLock)
        2    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/mpmath/ctx_mp_python.py:368(__new__)
        3    0.000    0.000    0.000    0.000 /home/amax/Software/anaconda3/envs/xyc_env/lib/python3.10/site-packages/sympy/core/numbers.py:2262(__lt__)
